Post,Name,Datetime,Story,year
post-7122234,Cvillegordo,"Jun 26, 2021 at 4:35 PM","Last night I took two very tipsy girls from one of the local college bars to their home out west of the city. I'm from that area, so I asked if they went to Meriwether Lewis Elementary, Henley M.S. and Western Albemarle H.S.

Hilarious answers; ""Yes! And we STILL go to Western!""

There are underage kids by the thousands getting into bars with fake ID'S; typical fake ID'S these days are very good and can be nearly impossible to differentiate from genuine ID'S. Cracking down on that reality is clearly not a priority in a college town, although some years ago there was a large bust of a very sophisticated fake ID operation being run right in the heart of the fraternity area here in Charlottesville.",2021
post-7113900,June132017,"Jun 18, 2021 at 12:53 PM",Did a Lyft pickup in the hood. My PAX had 2 cell phones. Clearly was a driver. I guess he runs both apps.on those cellphones. He wasn't very friendly though and didn't tell me any trade secrets. What do you think? Thoughts please.,2021
post-7117296,JeanOcelot0,"Jun 22, 2021 at 1:36 AM","This article discusses how folks in well-paid but high-stress jobs quit them to take much lower-paid, but no-stress jobs:
",2021
post-7118352,June132017,"Jun 23, 2021 at 1:34 AM","Sometimes you take what you get. I had a 17 min away pickup. I guess he was in a nice part of town though, so maybe that was an influence.

""Well, I guess so. 11 mins left to drive there, ""What the hell was I thinking doing this ride, should I cancel?"" 

Get to pickup everything goes smooth and the ride is very quiet for about 20 mins. So, I drop him off and he says he will tip in the app. Nice, he made my night a little better with a $7.25 tip.",2021
post-7119129,ANT 7,"Jun 23, 2021 at 7:48 PM","It's been sitting 2 days now on top of the heater, in the entrance foyer of my condo. The cleaners got to it this morning.

",2021
post-7115601,ANT 7,"Jun 20, 2021 at 11:49 AM","Had to drive 8 minutes to pick them up...........now normally I'd take a 3-4 minute trip request if I had to drive 10 minutes go get them...........but one minute trip LOL ??? I'll let that one slide.

It's either 2 things on a hot sunny day, a tourist who does not know how to use Google Maps.......and we don't really have any tourists here due to covid, or it's someone with a shitload of heavy boxes or a literal ton of groceries that wants to move it at your expense and are going to ask you to hump the shit for them too.

My last crap trip like that months ago paid $2.67 for a 2 block ride..............",2021
post-7119122,ANT 7,"Jun 23, 2021 at 7:42 PM","The entire vehicle was covered  with decals like this. I've seen it on the street here before, but never had it stopped at a light, where I could take a picture. Check out the $200 personalized plate as well......heh.......that's commitment.
",2021
post-7100144,kingcorey321,"Jun 4, 2021 at 2:38 AM","I have not drove in a wile. I am back on the road. 
Ok two times today i pick up different pax. The ask me if i would accept cash instead of using the app.
I ask the pax ok why what is the deal ?
Pax say there paying almost double the rates ! 
Ok Lyft 3 dollar fare to me . Pax must pay 12.75 
Lyft 12 dollar fare charges pax 38
Lyft 21 dollar fare charges pax 57 .
I did a 5 mile trip pax paid me 20 cash . He said it was cheaper .
Another 15 or so mile trip paid me 40 . 
Zero bonuses . Offer after offer as fast as they can come in. Long eta all refused . 
I must refuse about 40 offers before i can get a eta under 6 minutes that will pay more then 5 bucks .",2021
post-7083388,WaheedJan,"May 19, 2021 at 7:01 PM","I think Uber gouges third-parties...35 min ride made $83 bucks. It's happened before. I have a $36 surge last month.
",2021
post-7118037,The super uber,"Jun 22, 2021 at 6:53 PM","Here is the normal. The passenger takes forever to come out of the house. You begin taking them to their destination and they ask you if you could stop at the closest gas station ...they need to pick something up. Now this wasn't a stop that was put into the original request for a ride... it's sort of a quasi freebie. And then oh yes I will give you a decent tip. After an extended stop at the gas station we continue on to their destination. After arriving at destination they say.. could you please wait a minutes, I just need to do a few little things? Normally, coming out after 4 or 5 minutes we then proceed to go back to their original location but on the way they ask if you would mind stopping at a local all night food store, because they don't have any food at home. I say no and we proceed on to their final destination... time normally... about a half hour to 45 minutes especially at 2:00 or 3:00 in the morning. Now you wonder why quests are difficult to complete because of these situations.",2021
post-7116868,The super uber,"Jun 21, 2021 at 6:44 PM",This past week. I lost income because riders claim that they never were picked up and that I picked up the wrong person. This is old stuff ...the easy way to get a free ride. I never pick up the wrong person always identifying each other before they get into the car. All BS... And you can't speak directly to an Uber person to talk about the situation so I've lost $10 in the last two weeks... they keep nipping away at me and giving free rides to people who don't deserve it. If they keep it up they're going to really lose their ass because right now we are teetering on the edge ....really on the edge. THE TIPPING POINT.,2021
post-7108895,Haanjo,"Jun 13, 2021 at 3:15 AM","Dear Ridershare Passengers,

When I'm waiting for you, I will wait 5 minutes. Not 5 minutes and one second. 5 minutes is 5 minutes. I only get paid roughly 12.5 cents per minute of wait time, and while I'm waiting for you, I'm missing out on other rides. 

And don't say you will tip me extra because often people who say that don't tip at all. For the record, sometimes I get paid more for cancelling the ride than I do for the ride itself, and keep in mind, I'm often parked in an odd spot waiting for you, sometimes blocking traffic, and sometimes dealing with drunk idiots who are trying to steal your ride.

And for the record, I understand that sometimes you need to pay your tab at the bar before you can leave. I get that. But you had a 15 minute notice for me to get there, while I was finishing up my last ride, plus another 5 minute notice while I was on my way to pick you up after dropping off my last passenger.

So, there is no excuse to not be waiting at the curb when I pull up. And for the record, when I started doing rideshare three and a half years ago, I used to bend over backwards for my passengers like you. But often, five minutes would turn into ten minutes, and when I bent over backwards for my passengers the most, you would be a bad passenger, things would go terribly wrong on the ride, and you would give me a one star rating for my efforts.

Over 11,000 rides later, I've learned from riders like you. 

When you say stuff like,

""Be right there"",

What you really mean is that you are going to be late. And if I've been patient enough to wait for you for the entire 5 minutes and beyond, no, you can't smoke a cigarette before we leave...get in the freaking car!

So there you have it. I'd like to be a nice guy and wait, but you need to show some courtesy and respect for your driver, and not sit there and socialize with your friend up until the last possible second, because once I hit the gas pedal and start to take off, it's too late, and yelling at me to come back isn't going to change things.

And for the record, it took something like 8,000 rides with 800 late passengers to develop this attitude.  Bottom line is I'm not messing around anymore. So be ready!

Love, 

Your Driver............Vrrrooooooom!",2021
