Post,Name,Datetime,Story,year
post-7123436,Haanjo,"Jun 28, 2021 at 12:10 AM","I picked up an Uber Eats order from a discount restaurant.

As I'm about to arrive at the customers apartment, a phone call comes in. I figure it's the customer who wants to give me special instructions to get to their place, so I answer.

Turns out it's the restaurant manager. He said he was not watching the front desk, and his employee forgot to give me the drinks that went with the order.

I tell him to refund the drinks, and I'm not coming back because I don't get paid to go back and deliver the drinks, and besides, it's his employee's responsibility to give me the correct order.

He tells me its between the customer and Uber, and its my responsibility to get the order right too. I tell him not only was his employee rude, but not to blame me for his employees mistake.

He tells me to tell the customer that I forgot his drinks. I tell him I'm done talking to him, to have a good night, and hang up the phone. At this point, I'm pretty irritated, and basically had already raised my voice when he blamed me for the mistake.

Yeah, I know, I could have checked for drinks, but when an employee hands me an order, I'm going to assume its correct. Every once in a while I do check orders for drinks, and occassionally I do catch errors, but I'm not going to waste my time and check the accuracy of orders everytime, especially if 97% of the time the orders are correct anyway, which is my satisfaction rate after this order.

What I didn't realize until I hung up, is that the restaurant can actually give you negative feedback, and when I checked my rating for deliveries, sure enough, the manager dinged me. Apparently the customer dinged me too...about 5 minutes after I checked my rating from the merchant, my customer satisfaction rating had dropped from 98% to 97%...which I suspect happened when the customer called the restaurant and the manager blamed me for the mistake.

Anyway, I came really close for telling the manager to F*** Off, so I'm glad I kept my cool. 

So, if you ever find yourself of the situation, first off, don't be an idiot like me and answer your phone like I did, and if you do answer the phone, be careful what you say to the store manager. Having said that, you aren't a store employee, and if they try to blame you for their employee screwing up, tell them to shove it, because at the end of the day, it's on them and not you.",2021
post-7122144,FLKeys,"Jun 26, 2021 at 1:44 PM","Had an Uber Eats delivers last night, said leave at door. Start up the steps and see a glass door from top to bottom with blinds half up. Set food down and snap a picture. As I hit okay I catch the back ground. Couple going at it right in the middle of the living room. Glanced up and yeah they were going to town. Dang, close the blind if you re expecting a delivery. Oh well, they got dinner and I got a show.",2021
post-7122104,jfinks,"Jun 26, 2021 at 12:42 PM",Typically businesses sell products for about 2.5x - 3x what they cost to make. Your car on average costs 57 cents per mile to operate. You should be selling that service for about $1.50 a mile on average.,2021
post-7122234,Cvillegordo,"Jun 26, 2021 at 4:35 PM","Last night I took two very tipsy girls from one of the local college bars to their home out west of the city. I'm from that area, so I asked if they went to Meriwether Lewis Elementary, Henley M.S. and Western Albemarle H.S.

Hilarious answers; ""Yes! And we STILL go to Western!""

There are underage kids by the thousands getting into bars with fake ID'S; typical fake ID'S these days are very good and can be nearly impossible to differentiate from genuine ID'S. Cracking down on that reality is clearly not a priority in a college town, although some years ago there was a large bust of a very sophisticated fake ID operation being run right in the heart of the fraternity area here in Charlottesville.",2021
post-7113900,June132017,"Jun 18, 2021 at 12:53 PM",Did a Lyft pickup in the hood. My PAX had 2 cell phones. Clearly was a driver. I guess he runs both apps.on those cellphones. He wasn't very friendly though and didn't tell me any trade secrets. What do you think? Thoughts please.,2021
post-7117296,JeanOcelot0,"Jun 22, 2021 at 1:36 AM","This article discusses how folks in well-paid but high-stress jobs quit them to take much lower-paid, but no-stress jobs:
",2021
post-7118352,June132017,"Jun 23, 2021 at 1:34 AM","Sometimes you take what you get. I had a 17 min away pickup. I guess he was in a nice part of town though, so maybe that was an influence.

""Well, I guess so. 11 mins left to drive there, ""What the hell was I thinking doing this ride, should I cancel?"" 

Get to pickup everything goes smooth and the ride is very quiet for about 20 mins. So, I drop him off and he says he will tip in the app. Nice, he made my night a little better with a $7.25 tip.",2021
post-7119129,ANT 7,"Jun 23, 2021 at 7:48 PM","It's been sitting 2 days now on top of the heater, in the entrance foyer of my condo. The cleaners got to it this morning.

",2021
post-7115601,ANT 7,"Jun 20, 2021 at 11:49 AM","Had to drive 8 minutes to pick them up...........now normally I'd take a 3-4 minute trip request if I had to drive 10 minutes go get them...........but one minute trip LOL ??? I'll let that one slide.

It's either 2 things on a hot sunny day, a tourist who does not know how to use Google Maps.......and we don't really have any tourists here due to covid, or it's someone with a shitload of heavy boxes or a literal ton of groceries that wants to move it at your expense and are going to ask you to hump the shit for them too.

My last crap trip like that months ago paid $2.67 for a 2 block ride..............",2021
post-7119122,ANT 7,"Jun 23, 2021 at 7:42 PM","The entire vehicle was covered  with decals like this. I've seen it on the street here before, but never had it stopped at a light, where I could take a picture. Check out the $200 personalized plate as well......heh.......that's commitment.
",2021
post-7100144,kingcorey321,"Jun 4, 2021 at 2:38 AM","I have not drove in a wile. I am back on the road. 
Ok two times today i pick up different pax. The ask me if i would accept cash instead of using the app.
I ask the pax ok why what is the deal ?
Pax say there paying almost double the rates ! 
Ok Lyft 3 dollar fare to me . Pax must pay 12.75 
Lyft 12 dollar fare charges pax 38
Lyft 21 dollar fare charges pax 57 .
I did a 5 mile trip pax paid me 20 cash . He said it was cheaper .
Another 15 or so mile trip paid me 40 . 
Zero bonuses . Offer after offer as fast as they can come in. Long eta all refused . 
I must refuse about 40 offers before i can get a eta under 6 minutes that will pay more then 5 bucks .",2021
