clean_story,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_positive,sentiment_type,happy,angry,surprise,sad,fear,year,Name
Typically businesses sell products for about x  x what they cost to make Your car on average costs  cents per mile to operate You should be selling that service for about  a mile on average,0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.33,0.17,0.5,2021,jfinks
"Last night I took two very tipsy girls from one of the local college bars to their home out west of the city Im from that area so I asked if they went to Meriwether Lewis Elementary Henley MS and Western Albemarle HS

Hilarious answers Yes And we STILL go to Western

There are underage kids by the thousands getting into bars with fake IDS typical fake IDS these days are very good and can be nearly impossible to differentiate from genuine IDS Cracking down on that reality is clearly not a priority in a college town although some years ago there was a large bust of a very sophisticated fake ID operation being run right in the heart of the fraternity area here in Charlottesville",0.7083,0.068,0.821,0.111,Positive,0.17,0.13,0.13,0.3,0.26,2021,Cvillegordo
Did a Lyft pickup in the hood My PAX had  cell phones Clearly was a driver I guess he runs both appson those cellphones He wasnt very friendly though and didnt tell me any trade secrets What do you think Thoughts please,0.2858,0.065,0.821,0.114,Negative,0.12,0.0,0.38,0.38,0.12,2021,June132017
"This article discusses how folks in wellpaid but highstress jobs quit them to take much lowerpaid but nostress jobs
",0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.0,0.0,1.0,2021,JeanOcelot0
"Sometimes you take what you get I had a  min away pickup I guess he was in a nice part of town though so maybe that was an influence

Well I guess so  mins left to drive there What the hell was I thinking doing this ride should I cancel 

Get to pickup everything goes smooth and the ride is very quiet for about  mins So I drop him off and he says he will tip in the app Nice he made my night a little better with a  tip",0.0808,0.097,0.791,0.112,Negative,0.12,0.06,0.29,0.41,0.12,2021,June132017
"Its been sitting  days now on top of the heater in the entrance foyer of my condo The cleaners got to it this morning

",0.2023,0.0,0.927,0.073,Negative,0.67,0.0,0.33,0.0,0.0,2021,ANT 7
"Had to drive  minutes to pick them upnow normally Id take a  minute trip request if I had to drive  minutes go get thembut one minute trip LOL  Ill let that one slide

Its either  things on a hot sunny day a tourist who does not know how to use Google Mapsand we dont really have any tourists here due to covid or its someone with a shitload of heavy boxes or a literal ton of groceries that wants to move it at your expense and are going to ask you to hump the shit for them too

My last crap trip like that months ago paid  for a  block ride",0.6739,0.07,0.821,0.109,Positive,0.13,0.0,0.27,0.27,0.33,2021,ANT 7
"The entire vehicle was covered  with decals like this Ive seen it on the street here before but never had it stopped at a light where I could take a picture Check out the  personalized plate as wellhehthats commitment
",0.731,0.0,0.822,0.178,Positive,0.0,0.0,0.0,0.33,0.67,2021,ANT 7
"I have not drove in a wile I am back on the road 
Ok two times today i pick up different pax The ask me if i would accept cash instead of using the app
I ask the pax ok why what is the deal 
Pax say there paying almost double the rates  
Ok Lyft  dollar fare to me  Pax must pay  
Lyft  dollar fare charges pax 
Lyft  dollar fare charges pax  
I did a  mile trip pax paid me  cash  He said it was cheaper 
Another  or so mile trip paid me   
Zero bonuses  Offer after offer as fast as they can come in Long eta all refused  
I must refuse about  offers before i can get a eta under  minutes that will pay more then  bucks ",0.5267,0.088,0.814,0.098,Positive,0.13,0.0,0.13,0.13,0.6,2021,kingcorey321
"I think Uber gouges thirdparties min ride made  bucks Its happened before I have a  surge last month
",0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.33,0.67,0.0,2021,WaheedJan
Here is the normal The passenger takes forever to come out of the house You begin taking them to their destination and they ask you if you could stop at the closest gas station they need to pick something up Now this wasnt a stop that was put into the original request for a ride its sort of a quasi freebie And then oh yes I will give you a decent tip After an extended stop at the gas station we continue on to their destination After arriving at destination they say could you please wait a minutes I just need to do a few little things Normally coming out after  or  minutes we then proceed to go back to their original location but on the way they ask if you would mind stopping at a local all night food store because they dont have any food at home I say no and we proceed on to their final destination time normally about a half hour to  minutes especially at  or  in the morning Now you wonder why quests are difficult to complete because of these situations,-0.6365,0.068,0.886,0.046,Negative,0.0,0.0,0.48,0.24,0.29,2021,The super uber
